IDCliente,Importecompra,Fechacompra,Categoria,Numerodeclicks,Fechadenacimiento,Codigopostalenvio,Tiemporealizacioncompra,Clienteexistente
4011,"323,117593900619",22/09/15,MEMORIA,12,24/01/94,27615,60,NO
9617,"355,096821189708",14/09/15,ALMACENAMIENTO,16,14/04/01,31360,80,NO
6754,"893,933632650501",19/03/17,ALMACENAMIENTO,3,29/07/91,18192,15,NO
1606,"226,691840380293",22/09/19,CPU,2,24/04/97,44557,10,NO
6419,"594,487734061244",16/01/15,ALMACENAMIENTO,19,05/07/89,17467,95,NO
9239,"953,407752827205",23/09/15,MEMORIA,3,20/03/80,42216,15,NO
1759,"769,738492219835",28/10/19,RATONES Y TECLADOS,5,01/11/83,42294,25,NO
8494,"214,697669299564",07/10/22,MEMORIA,2,08/11/97,26110,10,NO
3518,"642,477892420332",18/10/22,RATONES Y TECLADOS,3,10/02/77,2693,15,NO
5507,"84,8086158146858",02/04/17,ALMACENAMIENTO,9,09/03/00,34468,45,NO
4252,"63,2948666282284",20/05/17,RATONES Y TECLADOS,14,21/11/71,8130,70,NO
1546,"691,446617114833",24/12/17,CPU,20,15/12/95,25656,100,NO
2450,"384,478317422442",12/05/16,ALMACENAMIENTO,16,01/11/78,22337,80,NO
6517,"419,969607471452",17/12/21,MONITOR,16,29/02/04,2240,80,NO
6508,"26,1091904875703",21/06/22,CPU,8,04/03/73,33878,40,NO
8437,"234,111698094465",15/02/22,MONITOR,16,10/03/05,25264,80,NO
1393,"269,534537370184",09/09/21,MEMORIA,8,22/08/77,42230,40,NO
3008,"975,63806091339",26/08/17,MONITOR,12,17/12/74,1208,60,NO
6704,"64,1739772643838",01/06/21,RATONES Y TECLADOS,1,06/03/71,49159,5,NO
1869,"302,812076215347",25/04/21,RATONES Y TECLADOS,3,16/05/87,40004,15,NO
2655,"312,032640961106",03/12/17,ALMACENAMIENTO,10,06/07/79,26213,50,NO
8032,"751,695260136848",02/05/17,CPU,20,10/02/98,48249,100,NO
1999,"795,490104910836",23/08/17,ALMACENAMIENTO,4,25/06/82,17850,20,NO
6846,"503,652031900105",06/04/19,ALMACENAMIENTO,9,08/10/73,24251,45,NO
5820,"250,505817338391",20/08/18,ALMACENAMIENTO,7,05/10/86,2212,35,NO
4469,"475,103833571659",20/04/18,RATONES Y TECLADOS,10,22/04/72,44126,50,NO
8820,"347,892750267063",09/07/22,MEMORIA,14,17/04/78,46723,70,NO
6856,"66,0682346546526",20/06/16,RATONES Y TECLADOS,3,18/08/79,50162,15,NO
1066,"170,738287905153",21/04/22,MONITOR,14,16/10/76,34347,70,NO
2016,"665,813842929393",22/10/21,MONITOR,15,21/02/93,27836,75,NO
2100,"699,95555599579",21/09/15,CPU,15,30/10/99,48391,75,NO
4604,"406,330793174095",15/01/17,RATONES Y TECLADOS,15,20/08/80,39491,75,NO
9768,"614,196393311356",30/12/21,MONITOR,11,17/04/98,3827,55,NO
3194,"156,512764683637",05/02/20,RATONES Y TECLADOS,18,08/12/73,50196,90,NO
5501,"412,508120458138",09/10/15,RATONES Y TECLADOS,11,11/03/93,40400,55,NO
7445,"681,807776478591",19/10/16,CPU,15,23/11/72,31439,75,NO
6906,"635,901303816416",09/11/20,MONITOR,1,02/02/98,5697,5,NO
9192,"457,348370931179",13/08/22,CPU,20,24/02/86,32704,100,NO
6810,"108,181356786999",21/08/16,ALMACENAMIENTO,14,06/05/77,35489,70,NO
2459,"429,617425130233",07/06/21,MEMORIA,10,11/08/05,36853,50,NO
1605,"558,448809004363",07/01/16,MEMORIA,1,29/01/02,2693,5,NO
6446,"363,178590748999",27/02/18,CPU,18,28/05/94,2448,90,NO
3743,"516,725841958479",01/09/16,ALMACENAMIENTO,14,23/01/74,10261,70,NO
4877,"308,806246712066",14/08/16,CPU,11,09/11/92,43371,55,NO
6725,"307,071199884999",24/07/22,RATONES Y TECLADOS,1,11/03/75,19197,5,NO
1455,"881,226730617254",05/09/22,CPU,20,18/06/05,24813,100,NO
8546,"179,168981276353",16/02/16,ALMACENAMIENTO,6,09/03/85,19191,30,NO
4963,"229,249181164044",26/01/22,MONITOR,2,25/09/83,16542,10,NO
7421,"395,526180018184",23/03/16,ALMACENAMIENTO,2,18/01/89,11390,10,NO
8298,"331,098205297722",11/08/19,MONITOR,20,27/07/93,47176,100,NO
8066,"29,57652279349",21/03/20,MEMORIA,20,06/04/89,8260,100,NO
1209,"13,0761719774599",04/07/15,MONITOR,12,13/04/01,44720,60,NO
5599,"93,0996500519253",10/06/22,ALMACENAMIENTO,17,10/12/86,32416,85,NO
3405,"53,8383693951216",19/10/15,MONITOR,5,25/05/71,8630,25,NO
7839,"267,814220376238",14/05/16,MEMORIA,7,25/08/85,38738,35,NO
7285,"253,839861975488",22/10/20,RATONES Y TECLADOS,7,02/05/01,25721,35,NO
3227,"421,665838656151",26/11/17,MEMORIA,9,05/07/76,49334,45,NO
8779,"439,739684862296",29/09/15,RATONES Y TECLADOS,7,11/02/73,43360,35,NO
4307,"508,653131550118",25/10/20,MEMORIA,8,05/05/03,13429,40,NO
1157,"433,371622912471",08/06/15,RATONES Y TECLADOS,18,30/11/83,22822,90,NO
8674,"844,698393712214",07/10/21,CPU,15,29/11/85,30381,75,NO
4407,"233,827957427336",28/03/21,ALMACENAMIENTO,1,25/10/75,50615,5,NO
7716,"171,762862228011",25/02/22,RATONES Y TECLADOS,18,27/12/82,49623,90,NO
8851,"91,533376726335",25/06/21,MEMORIA,11,18/11/01,28200,55,NO
1698,"373,819666717854",06/08/21,MEMORIA,10,21/08/96,22484,50,NO
6930,"155,157834556367",17/07/22,RATONES Y TECLADOS,7,07/03/75,6919,35,NO
1126,"643,763275151606",25/10/15,RATONES Y TECLADOS,3,28/08/86,32768,15,NO
6088,"688,369228038803",20/10/22,CPU,20,24/04/95,1212,100,NO
9332,"689,922816488234",26/03/22,MONITOR,14,21/11/95,34230,70,NO
4923,"506,376651280002",10/08/16,CPU,13,10/12/80,40160,65,NO
6070,"634,392373999559",29/01/17,MONITOR,8,13/02/76,27416,40,NO
8367,"325,731582017551",19/07/16,ALMACENAMIENTO,18,23/09/80,46810,90,NO
9274,"27,6296050629153",27/10/21,MEMORIA,1,18/06/77,12122,5,NO
3187,"817,010775972523",22/12/17,ALMACENAMIENTO,9,01/03/72,18539,45,NO
5524,"667,199659481564",22/06/15,ALMACENAMIENTO,20,11/02/80,46367,100,NO
9010,"816,443542993388",06/03/19,RATONES Y TECLADOS,2,10/05/84,21420,10,NO
3449,"173,171089355369",25/06/22,ALMACENAMIENTO,3,03/11/02,27520,15,NO
1456,"106,732744778141",21/10/16,MONITOR,4,19/04/98,35420,20,NO
8684,"301,254750488858",18/09/15,RATONES Y TECLADOS,15,07/06/85,46714,75,NO
7607,"268,497694612182",24/12/19,MONITOR,18,02/05/97,5162,90,NO
3200,"334,208783409374",01/09/16,RATONES Y TECLADOS,18,12/11/77,24740,90,NO
7649,"284,116502792961",13/09/21,MONITOR,18,21/08/77,11207,90,NO
5458,"44,2180971783302",25/04/20,RATONES Y TECLADOS,5,02/08/74,28047,25,NO
1542,"438,076466898629",22/01/15,MONITOR,3,30/03/75,44156,15,NO
8042,"926,987543571036",04/01/18,MEMORIA,10,04/08/73,37789,50,NO
5885,"861,805742648258",29/12/16,CPU,3,21/11/96,46229,15,NO
1662,"355,573235972742",12/08/22,MEMORIA,7,26/11/81,19275,35,NO
3581,"955,650901822269",22/05/17,RATONES Y TECLADOS,16,26/05/82,49394,80,NO
6057,"803,133820028708",18/10/20,RATONES Y TECLADOS,1,11/04/02,50514,5,NO
8260,"128,5827395148",26/07/16,MEMORIA,17,09/04/03,22313,85,NO
9208,"757,775951678016",17/05/15,ALMACENAMIENTO,5,23/06/03,27127,25,NO
2407,"449,681528199539",29/04/20,ALMACENAMIENTO,4,16/02/05,40357,20,NO
4952,"219,919420412696",02/02/19,CPU,4,03/05/74,8455,20,NO
7574,"879,700916658335",06/11/19,RATONES Y TECLADOS,15,16/03/78,9128,75,NO
5518,"974,482383837834",28/09/20,MEMORIA,17,20/07/70,46530,85,NO
5649,"833,88474535249",05/07/19,CPU,2,23/09/95,34449,10,NO
1571,"24,0260551552202",25/07/15,MONITOR,17,24/02/01,46330,85,NO
6741,"456,000439312702",06/05/18,ALMACENAMIENTO,12,10/06/79,5114,60,NO
5834,"397,401868488814",10/01/19,MONITOR,2,12/10/00,43300,10,NO
1490,"128,537279286397",14/06/16,ALMACENAMIENTO,1,11/05/92,32514,5,NO
9944,"203,269245033197",12/09/21,RATONES Y TECLADOS,11,22/02/82,8450,55,NO
2664,"916,836504173168",08/12/21,RATONES Y TECLADOS,15,04/03/95,36954,75,NO
1728,"866,879634166219",01/09/17,MEMORIA,7,06/11/81,3850,35,NO
7828,"509,29984146193",10/02/17,RATONES Y TECLADOS,8,21/06/01,28192,40,NO
3420,"388,51350071841",02/10/16,RATONES Y TECLADOS,15,30/09/01,43365,75,NO
3966,"63,0685354983031",04/10/21,MEMORIA,12,04/04/95,45591,60,NO
3293,"333,444551307034",27/09/22,MONITOR,20,09/10/96,20014,100,NO
1328,"568,745294677113",15/12/22,MONITOR,11,13/04/94,40154,55,NO
3476,"538,210627817763",18/08/20,MEMORIA,9,01/05/83,31891,45,NO
8937,"56,968341779217",17/04/15,MONITOR,11,18/08/88,30835,55,NO
5735,"788,753794340497",18/01/20,RATONES Y TECLADOS,1,30/09/99,43591,5,NO
2566,"724,597351352015",04/12/22,MONITOR,19,24/02/03,22588,95,NO
7752,"604,001371743011",22/11/22,ALMACENAMIENTO,1,05/10/88,47282,5,NO
2924,"622,212629020947",02/11/22,MEMORIA,17,14/01/73,33781,85,NO
1822,"186,522932771255",20/11/16,CPU,19,12/07/83,8673,95,NO
9565,"610,17311947837",30/07/16,ALMACENAMIENTO,14,24/09/77,31799,70,NO
1483,"563,934823457038",13/07/16,CPU,13,20/09/05,30400,65,NO
5026,"644,675605386583",14/09/19,MEMORIA,1,08/12/80,24740,5,NO
5029,"353,862622889048",03/05/19,MONITOR,4,03/04/05,50143,20,NO
7277,"951,159186421594",07/04/15,MONITOR,14,03/03/82,15939,70,NO
3980,"381,034715338357",30/08/17,MEMORIA,16,07/01/70,40555,80,NO
4954,"547,672363275613",05/09/18,MEMORIA,4,10/03/89,46668,20,NO
4934,"327,152506664234",06/01/21,RATONES Y TECLADOS,3,29/07/95,39683,15,NO
7477,"666,657745045755",28/12/21,CPU,7,07/03/84,42317,35,NO
5312,"321,952113849165",13/03/21,MEMORIA,8,05/04/05,37891,40,NO
6910,"471,837595234003",03/12/17,CPU,1,25/10/98,44397,5,NO
3502,"328,755561822455",26/01/16,RATONES Y TECLADOS,14,07/01/02,7190,70,NO
4629,"391,862719596754",21/08/22,ALMACENAMIENTO,11,11/08/05,8773,55,NO
1574,"513,420452478659",16/10/19,RATONES Y TECLADOS,17,08/02/97,46791,85,NO
3167,"941,583176128008",27/11/19,MEMORIA,8,06/11/73,43422,40,NO
2250,"232,570785802467",02/10/18,ALMACENAMIENTO,18,25/09/72,15212,90,NO
7259,"97,0249412675846",17/04/21,MEMORIA,8,18/09/80,22214,40,NO
5487,"929,057663702703",26/05/22,RATONES Y TECLADOS,19,03/07/76,42149,95,NO
7716,"524,7670686955",04/07/17,RATONES Y TECLADOS,20,27/12/82,19119,100,NO
6064,"819,055952631351",10/08/17,MONITOR,8,02/03/79,1208,40,SI
1219,"352,737397568268",17/02/22,MEMORIA,8,07/03/83,46668,40,NO
6993,"669,161879272928",06/02/19,CPU,11,08/09/93,7812,55,NO
9945,"768,706863265214",30/06/15,MONITOR,10,23/08/05,22232,50,NO
2937,"559,08499339436",12/08/19,ALMACENAMIENTO,9,18/09/92,49514,45,NO
4857,"562,855801811707",01/05/21,CPU,4,27/08/03,35001,20,NO
7352,"949,163300601699",11/04/21,RATONES Y TECLADOS,13,01/07/70,6473,65,NO
2440,"898,133573288882",18/04/16,RATONES Y TECLADOS,12,14/12/85,41808,60,NO
7384,"592,10208422312",07/09/20,MEMORIA,13,26/06/03,15349,65,NO
8568,"634,860962156276",19/09/20,CPU,2,02/03/76,34170,10,NO
9505,"354,162291698531",13/07/17,RATONES Y TECLADOS,20,13/11/93,2006,100,NO
2892,"399,755640971028",06/05/19,MONITOR,5,10/03/71,47815,25,NO
8275,"836,139049690538",26/05/22,MONITOR,5,29/08/87,31671,25,NO
6220,"156,692719570661",06/02/18,RATONES Y TECLADOS,8,28/06/74,6106,40,NO
6020,"117,143443575062",12/02/19,MONITOR,4,06/07/88,26370,20,NO
1867,"669,34598288796",30/06/16,MEMORIA,4,01/10/82,28938,20,NO
5730,"896,946157649334",26/10/18,ALMACENAMIENTO,15,23/04/81,3689,75,NO
1548,"788,998326113705",09/07/20,ALMACENAMIENTO,18,17/05/71,37552,90,NO
7215,"151,07834757199",10/11/20,RATONES Y TECLADOS,12,25/03/86,20002,60,NO
3382,"382,934630509363",05/12/21,CPU,19,30/07/94,34879,95,NO
4363,"374,2703667185",10/12/16,MEMORIA,2,23/11/97,27635,10,NO
2668,"613,501631632008",28/02/19,MONITOR,16,03/02/98,12110,80,NO
1001,"176,368016155242",08/08/21,RATONES Y TECLADOS,15,22/02/99,24795,75,NO
7439,"409,530824841345",30/08/21,MEMORIA,8,06/03/73,21208,40,NO
3391,"939,970944349348",01/11/21,MONITOR,7,06/05/95,32911,35,NO
6173,"850,276211379973",02/02/17,ALMACENAMIENTO,20,09/06/01,17493,100,NO
6500,"97,1576866988597",06/01/17,CPU,8,19/02/97,9453,40,NO
7572,"967,421453572013",16/03/15,RATONES Y TECLADOS,10,11/11/83,21290,50,NO
1833,"539,428547190359",03/01/20,MONITOR,15,01/08/87,12123,75,NO
1743,"769,776727211426",17/06/19,ALMACENAMIENTO,18,20/11/04,4100,90,NO
1791,"945,205334001617",17/02/19,MEMORIA,9,29/06/94,7961,45,NO
6529,"744,351293471269",06/04/22,CPU,7,25/01/91,22729,35,NO
6526,"329,776793563695",01/12/17,RATONES Y TECLADOS,12,07/04/97,24699,60,NO
1843,"11,8810838145918",28/10/19,MONITOR,15,26/02/73,15688,75,NO
1087,"834,123137445112",07/10/19,RATONES Y TECLADOS,15,03/04/77,31421,75,NO
8308,"338,069242807698",12/07/15,CPU,20,22/06/92,44610,100,NO
9693,"261,891469833549",02/09/20,RATONES Y TECLADOS,19,10/05/01,17483,95,NO
7254,"792,640293532048",23/03/15,MEMORIA,19,23/09/73,44358,95,NO
7598,"400,883106437049",06/08/19,RATONES Y TECLADOS,7,08/10/91,43427,35,NO
3656,"398,978373919478",28/10/16,ALMACENAMIENTO,2,26/02/82,25411,10,NO
6014,"975,173629997533",17/12/22,RATONES Y TECLADOS,15,09/05/02,44122,75,NO
5380,"980,166187805911",11/01/17,ALMACENAMIENTO,7,17/11/73,38713,35,NO
4661,"539,305535351972",29/11/15,RATONES Y TECLADOS,9,22/07/82,4610,45,NO
1954,"271,676785870031",28/08/21,ALMACENAMIENTO,9,22/01/96,46623,45,NO
5880,"184,20960928097",06/12/18,MEMORIA,11,27/02/02,8016,55,NO
3044,"585,456119293961",21/04/15,ALMACENAMIENTO,3,12/07/76,9006,15,NO
2683,"177,524862760334",02/05/18,MONITOR,8,13/11/76,2150,40,NO
4618,"927,083182626803",28/05/17,RATONES Y TECLADOS,6,19/07/75,17751,30,NO
1536,"862,089723675083",23/10/17,MONITOR,1,12/01/96,22133,5,NO
8921,"777,146665367256",04/07/16,MEMORIA,15,29/04/05,5215,75,NO
9045,"417,721656309965",13/08/18,CPU,2,25/10/98,44492,10,NO
7201,"43,6050659510236",29/06/18,CPU,6,27/06/95,43207,30,NO
3449,"682,432408216587",02/12/18,ALMACENAMIENTO,14,03/11/02,15147,70,NO
7253,"136,813423279481",12/08/19,CPU,6,29/10/02,49131,30,NO
9302,"687,703526429354",26/07/19,ALMACENAMIENTO,11,09/07/96,9471,55,NO
7891,"528,810101107556",21/03/21,ALMACENAMIENTO,5,04/04/75,49016,25,NO
2970,"985,048427907955",02/02/18,CPU,4,18/06/82,43449,20,NO
2349,"922,875840811687",23/11/22,CPU,2,28/09/83,42002,10,NO
5013,"115,871296158512",25/10/16,RATONES Y TECLADOS,7,25/05/85,26292,35,NO
3602,"605,662310400666",06/01/20,MONITOR,11,19/01/94,23519,55,NO
7452,"635,353449475223",08/05/20,ALMACENAMIENTO,12,09/01/94,30411,60,NO
9413,"804,0420223908",03/05/22,ALMACENAMIENTO,11,29/07/81,29200,55,NO
2299,"676,862831200807",30/04/19,CPU,15,10/04/76,32226,75,NO
4221,"207,896674094283",15/07/21,MEMORIA,2,29/12/75,32371,10,NO
2090,"783,758722479366",12/09/22,RATONES Y TECLADOS,18,25/08/92,9124,90,SI
7480,"363,132355896144",11/10/20,RATONES Y TECLADOS,2,10/04/81,29640,10,NO
7909,"417,063617459327",03/06/22,RATONES Y TECLADOS,19,22/03/74,33317,95,NO
5995,"322,213204775057",20/10/17,MEMORIA,5,04/08/75,16660,25,NO
2986,"470,34836090008",04/08/19,MONITOR,9,26/08/96,18565,45,NO
1314,"886,283523437371",03/12/18,MEMORIA,18,25/04/77,49542,90,NO
6415,"816,244557050473",09/06/16,ALMACENAMIENTO,11,19/05/71,36867,55,NO
1552,"729,541364669193",08/08/20,MONITOR,8,06/01/98,27626,40,NO
5490,"388,539712535026",28/10/20,MONITOR,17,14/05/97,30500,85,NO
2368,"552,979570013166",01/05/20,RATONES Y TECLADOS,5,21/06/84,43896,25,NO
6889,"413,858197414152",06/04/16,MEMORIA,18,20/11/01,41100,90,NO
7744,"391,368962989679",18/08/19,MEMORIA,8,03/09/98,25267,40,NO
9422,"737,780432855659",21/08/15,MONITOR,5,26/12/01,1428,25,NO
8317,"310,329258911365",13/02/19,ALMACENAMIENTO,13,29/07/77,49164,65,NO
6793,"960,6196935762",04/09/22,RATONES Y TECLADOS,16,05/01/77,50376,80,NO
6399,"759,653042761473",10/08/20,ALMACENAMIENTO,14,20/01/97,19126,70,NO
8780,"996,8993623098",01/08/19,CPU,5,28/02/94,9471,25,NO
6500,"580,783276522975",09/10/17,ALMACENAMIENTO,17,19/02/97,4271,85,NO
2501,"928,290830498134",03/03/16,CPU,8,30/08/78,18010,40,NO
3176,"686,872760743659",28/10/20,MEMORIA,13,28/11/87,4640,65,NO
5288,"360,760951052638",18/12/21,MONITOR,8,06/03/97,28500,40,NO
6476,"136,700446568812",05/03/17,RATONES Y TECLADOS,6,16/03/89,45694,30,NO
8891,"980,099969386244",12/07/22,CPU,12,20/03/72,8792,60,NO
6810,"577,280172052125",30/10/20,RATONES Y TECLADOS,11,06/05/77,39450,55,NO
3103,"897,375272745597",21/12/16,ALMACENAMIENTO,15,18/04/78,28901,75,NO
1801,"854,111692599827",06/04/20,CPU,9,24/02/04,22125,45,NO
4005,"925,788332539847",04/07/18,MEMORIA,19,26/06/05,42258,95,NO
8825,"459,596413361851",04/06/15,ALMACENAMIENTO,12,21/12/78,26132,60,NO
2667,"486,140771913536",26/02/18,MEMORIA,14,26/04/81,21595,70,NO
9747,"56,9492205540238",04/09/19,MONITOR,12,30/07/91,36863,60,NO
8364,"328,949016565282",21/04/21,RATONES Y TECLADOS,17,12/07/77,41567,85,NO
6769,"804,264783524775",13/02/15,RATONES Y TECLADOS,10,05/04/84,19128,50,NO
5485,"331,057265794432",18/03/21,MEMORIA,17,13/02/91,33192,85,NO
5871,"190,580000791798",12/04/15,CPU,16,27/05/70,37724,80,SI
7116,"287,121401142417",08/04/17,MONITOR,3,02/10/88,8786,15,NO
5260,"616,131077686378",28/09/17,MONITOR,8,22/08/80,25198,40,NO
2611,"365,717799930615",29/07/16,CPU,6,25/11/86,36889,30,NO
4196,"438,269485966844",06/09/19,MEMORIA,12,10/09/74,37659,60,NO
1234,"583,879615141651",26/08/20,ALMACENAMIENTO,14,18/06/75,48903,70,NO
6050,"970,365800184006",15/06/22,RATONES Y TECLADOS,14,11/05/94,28600,70,NO
7726,"373,873949628718",16/04/17,ALMACENAMIENTO,14,24/04/79,19287,70,NO
7794,"48,4703996621337",11/08/15,MEMORIA,12,22/04/93,42162,60,NO
2921,"259,776472327096",22/07/16,ALMACENAMIENTO,14,26/12/05,33412,70,NO
5620,"39,0066817708975",01/11/22,RATONES Y TECLADOS,15,20/06/79,28722,75,NO
3577,"690,866397200201",29/12/21,ALMACENAMIENTO,19,28/04/73,42368,95,SI
4594,"987,354159128103",24/11/17,MEMORIA,17,16/01/94,15940,85,NO
9657,"814,459754292544",22/09/21,ALMACENAMIENTO,15,21/01/89,17742,75,NO
7067,"864,614051468948",02/12/19,ALMACENAMIENTO,11,15/02/82,49331,55,NO
5664,"374,276129704566",10/11/18,RATONES Y TECLADOS,2,07/12/98,30831,10,NO
7725,"442,07827001321",25/07/16,MONITOR,10,24/02/79,11391,50,NO
3984,"783,881111960098",20/09/21,MEMORIA,19,24/06/74,25738,95,NO
3330,"37,4641069734775",10/01/18,MONITOR,17,03/11/86,25739,85,NO
5748,"45,2768566529558",19/03/20,ALMACENAMIENTO,4,25/07/93,9349,20,NO
2758,"230,665392124373",27/01/15,RATONES Y TECLADOS,18,28/04/77,13620,90,NO
7844,"567,426889554693",26/09/17,RATONES Y TECLADOS,20,07/06/04,7013,100,NO
8469,"125,649696700695",19/06/21,MEMORIA,3,06/07/94,35106,15,NO
5840,"393,45181248882",09/05/21,ALMACENAMIENTO,20,02/12/71,32120,100,NO
2527,"579,937235494167",24/07/18,CPU,11,04/11/03,27437,55,NO
4973,"143,460616341797",18/02/19,MONITOR,2,07/07/85,18411,10,NO
9940,"939,025524725401",06/09/15,RATONES Y TECLADOS,9,06/12/87,17120,45,NO
3707,"621,547057946229",25/12/20,MONITOR,6,14/08/92,33402,30,NO
8930,"352,979447609398",22/07/16,MEMORIA,6,26/12/01,46004,30,NO
3361,"12,759333960597",16/01/15,MEMORIA,10,06/03/76,27270,50,NO
8575,"899,839682734211",03/05/20,MEMORIA,19,18/06/82,17220,95,NO
5858,"377,968879901542",05/09/21,MONITOR,12,16/06/79,32358,60,NO
6450,"593,478433318698",02/10/21,MONITOR,11,25/12/70,37791,55,NO
2376,"258,212067168607",09/10/16,ALMACENAMIENTO,17,04/04/87,33794,85,NO
6117,"125,959898980902",08/07/17,ALMACENAMIENTO,8,04/12/85,21360,40,NO
9192,"338,334057512006",18/03/18,RATONES Y TECLADOS,17,24/02/86,34117,85,NO
5970,"226,30169482946",19/12/16,ALMACENAMIENTO,9,06/07/85,29210,45,NO
1540,"901,31107154833",02/04/20,ALMACENAMIENTO,3,22/10/89,45125,15,NO
9962,"167,794749771222",23/08/16,ALMACENAMIENTO,13,26/05/70,38712,65,NO
4456,"328,611702421686",30/03/20,CPU,5,30/07/73,40162,25,NO
1136,"163,812564592836",05/06/18,MEMORIA,1,14/05/71,36470,5,NO
9648,"562,007182049583",11/10/22,CPU,8,23/06/70,25006,40,NO
6798,"264,839622082692",20/12/21,CPU,10,22/10/00,46710,50,NO
5615,"703,371485729202",02/08/18,MEMORIA,11,13/09/86,25592,55,NO
5378,"406,368818804303",23/10/17,RATONES Y TECLADOS,10,28/03/92,2462,50,NO
4878,"384,755050597698",16/01/22,MEMORIA,1,04/11/91,47174,5,NO
8717,"215,697158062183",01/03/18,RATONES Y TECLADOS,5,30/09/70,45950,25,NO
5503,"113,017645189084",21/07/21,RATONES Y TECLADOS,9,21/01/05,27555,45,NO
8242,"67,8244388068835",07/06/19,ALMACENAMIENTO,10,14/06/80,9611,50,NO
2426,"595,276662990934",25/07/19,CPU,18,04/01/91,33577,90,NO
9259,"443,170902506992",28/08/16,MONITOR,1,03/07/81,21230,5,NO
7902,"643,289319593569",15/04/18,CPU,5,16/09/78,9247,25,NO
3037,"162,394639936405",21/12/17,RATONES Y TECLADOS,8,13/05/00,24443,40,NO
7044,"746,387434387377",29/10/20,CPU,6,12/10/73,39574,30,NO
3870,"73,02758350502",15/07/19,ALMACENAMIENTO,16,28/08/78,28194,80,NO
3404,"545,59734308647",06/04/17,RATONES Y TECLADOS,2,21/06/75,28191,10,NO
3929,"768,139457046424",24/09/19,MONITOR,3,22/07/88,2490,15,NO
3820,"494,197210853182",19/12/20,ALMACENAMIENTO,19,01/10/93,10195,95,NO
9263,"755,088443114976",07/04/18,MONITOR,18,27/11/87,12312,90,NO
2247,"154,310740595837",02/03/21,MONITOR,11,15/07/72,28194,55,NO
2468,"418,05710369231",28/04/20,MONITOR,8,14/01/05,18015,40,NO
6528,"319,6060146745",04/09/17,MONITOR,11,17/11/78,26134,55,NO
4943,"844,067866675568",03/04/16,CPU,12,13/08/87,48395,60,NO
7088,"486,863595248088",21/11/18,ALMACENAMIENTO,6,06/05/84,3740,30,NO
9778,"264,970037179783",27/04/19,ALMACENAMIENTO,9,11/12/02,15367,45,NO
1506,"234,870042310616",28/10/21,RATONES Y TECLADOS,7,06/04/75,39573,35,NO
1787,"986,344473367265",08/09/22,MEMORIA,1,12/09/78,15608,5,NO
9057,"641,800337407065",16/07/20,CPU,20,25/08/70,17830,100,NO
6667,"903,047492644711",10/11/17,RATONES Y TECLADOS,19,26/04/71,28294,95,NO
6118,"43,7919146444054",11/06/18,MEMORIA,5,24/11/87,46178,25,NO
8326,"828,432136177099",01/08/21,RATONES Y TECLADOS,3,29/11/99,50344,15,NO
6760,"135,212597261833",19/06/17,MONITOR,19,05/07/74,9642,95,NO
5798,"748,944660271872",07/06/20,ALMACENAMIENTO,9,06/10/75,28470,45,NO
7726,"387,417567103671",03/05/22,MEMORIA,11,24/04/79,5292,55,NO
8662,"831,349244113704",01/08/18,RATONES Y TECLADOS,19,05/07/74,15846,95,NO
4010,"333,536891320347",24/03/21,MEMORIA,9,28/07/96,36995,45,NO
5394,"250,124928903164",26/01/15,CPU,8,27/06/80,25721,40,NO
9529,"381,051001403088",21/03/17,RATONES Y TECLADOS,4,02/10/80,7828,20,NO
7252,"527,677949482589",05/06/19,MONITOR,4,10/09/81,43776,20,NO
8062,"25,2785099833049",10/07/22,CPU,12,29/12/91,5516,60,NO
5785,"434,079683568436",15/09/16,ALMACENAMIENTO,18,06/11/04,38770,90,NO
4802,"818,820750642801",13/07/17,MONITOR,4,27/09/88,1470,20,NO
9740,"879,261333087061",26/09/19,ALMACENAMIENTO,7,19/07/90,28210,35,NO
1554,"505,34121406699",28/11/19,ALMACENAMIENTO,15,25/10/84,33740,75,NO
2698,"758,303518575191",20/12/20,MEMORIA,10,10/10/04,38441,50,NO
6843,"902,393844989118",20/02/22,CPU,16,16/05/00,32425,80,NO
3653,"136,332414693353",14/09/20,RATONES Y TECLADOS,8,28/04/02,31170,40,NO
6160,"598,477134845624",20/09/15,MEMORIA,20,14/12/01,50173,100,NO
4554,"714,554499434683",16/11/21,CPU,1,21/04/99,5357,5,NO
2253,"776,943606362248",14/02/18,ALMACENAMIENTO,16,20/12/87,47197,80,NO
8419,"77,8715284183192",10/08/16,CPU,14,11/11/71,10628,70,NO
2909,"438,79997808522",29/05/16,CPU,13,09/11/02,4660,65,NO
5072,"281,85817870196",15/06/16,MEMORIA,2,18/10/98,11690,10,NO
9909,"188,768367752967",24/01/18,ALMACENAMIENTO,11,12/12/81,33006,55,NO
6510,"398,829583139652",07/09/19,CPU,5,29/08/78,3839,25,NO
8587,"292,305410729469",10/05/16,MEMORIA,9,08/06/95,27344,45,NO
8987,"811,582807295617",16/10/16,MONITOR,8,04/03/86,16541,40,NO
6559,"765,620455025242",26/10/20,CPU,9,07/04/90,42113,45,NO
4732,"822,307085675935",02/03/16,RATONES Y TECLADOS,9,23/01/79,40529,45,NO
7777,"651,05001927101",19/06/19,CPU,7,04/06/73,37313,35,NO
4613,"362,560295559155",28/12/19,MONITOR,9,15/03/92,31312,45,NO
