"","hr","holiday","workingday","weathersit","temp","atemp","hum","windspeed","cnt","instant","mnth","yr"
"542","13",FALSE,TRUE,"Clear to partly cloudy",0.82,0.7273,0.38,0.0896,346,14289,8,1
"543","14",FALSE,TRUE,"Clear to partly cloudy",0.78,0.697,0.46,0.2239,305,14290,8,1
"544","15",FALSE,TRUE,"Clear to partly cloudy",0.78,0.697,0.46,0.1343,305,14291,8,1
"545","16",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.48,0.1642,465,14292,8,1
"546","17",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.45,0.2239,820,14293,8,1
"547","18",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6667,0.48,0.2239,941,14294,8,1
"548","19",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6667,0.51,0.0896,633,14295,8,1
"549","20",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.61,0.1045,474,14296,8,1
"550","21",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.61,0.1343,329,14297,8,1
"551","22",FALSE,TRUE,"Misty",0.68,0.6364,0.61,0.1045,198,14298,8,1
"552","23",FALSE,TRUE,"Misty",0.66,0.6212,0.69,0,157,14299,8,1
"553","0",FALSE,TRUE,"Misty",0.66,0.6212,0.69,0,111,14300,8,1
"554","1",FALSE,TRUE,"Misty",0.64,0.6061,0.73,0,42,14301,8,1
"555","2",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.69,0,16,14302,8,1
"556","3",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.73,0,8,14303,8,1
"557","4",FALSE,TRUE,"Misty",0.64,0.6061,0.73,0,8,14304,8,1
"558","5",FALSE,TRUE,"Clear to partly cloudy",0.64,0.5909,0.78,0,38,14305,8,1
"559","6",FALSE,TRUE,"Misty",0.62,0.5758,0.83,0,151,14306,8,1
"560","7",FALSE,TRUE,"Misty",0.64,0.5909,0.78,0,425,14307,8,1
"561","8",FALSE,TRUE,"Misty",0.66,0.6212,0.74,0,744,14308,8,1
"562","9",FALSE,TRUE,"Misty",0.72,0.6667,0.58,0,389,14309,8,1
"563","10",FALSE,TRUE,"Misty",0.76,0.6818,0.48,0,262,14310,8,1
"564","11",FALSE,TRUE,"Misty",0.76,0.6818,0.48,0.1045,281,14311,8,1
"565","12",FALSE,TRUE,"Misty",0.76,0.6818,0.45,0.0896,371,14312,8,1
"566","13",FALSE,TRUE,"Misty",0.8,0.7121,0.41,0.1045,351,14313,8,1
"567","14",FALSE,TRUE,"Clear to partly cloudy",0.78,0.697,0.43,0.1045,338,14314,8,1
"568","15",FALSE,TRUE,"Misty",0.76,0.6818,0.48,0.1343,350,14315,8,1
"569","16",FALSE,TRUE,"Misty",0.76,0.6818,0.48,0.1343,515,14316,8,1
"570","17",FALSE,TRUE,"Misty",0.74,0.6667,0.51,0.2239,812,14317,8,1
"571","18",FALSE,TRUE,"Misty",0.72,0.6818,0.62,0.194,736,14318,8,1
"572","19",FALSE,TRUE,"Misty",0.72,0.6667,0.58,0.1642,536,14319,8,1
"573","20",FALSE,TRUE,"Misty",0.7,0.6515,0.65,0.2239,363,14320,8,1
"574","21",FALSE,TRUE,"Misty",0.7,0.6515,0.61,0.1642,306,14321,8,1
"575","22",FALSE,TRUE,"Misty",0.7,0.6515,0.61,0,251,14322,8,1
"576","23",FALSE,TRUE,"Misty",0.68,0.6364,0.69,0.0896,178,14323,8,1
"577","0",FALSE,FALSE,"Misty",0.7,0.6515,0.61,0,135,14324,8,1
"578","1",FALSE,FALSE,"Misty",0.68,0.6364,0.69,0,115,14325,8,1
"579","2",FALSE,FALSE,"Misty",0.66,0.6212,0.74,0.0896,79,14326,8,1
"580","3",FALSE,FALSE,"Clear to partly cloudy",0.66,0.6212,0.69,0.0896,38,14327,8,1
"581","4",FALSE,FALSE,"Misty",0.66,0.6212,0.69,0.1045,12,14328,8,1
"582","5",FALSE,FALSE,"Misty",0.64,0.6061,0.73,0.1642,14,14329,8,1
"583","6",FALSE,FALSE,"Misty",0.64,0.5909,0.78,0.1642,30,14330,8,1
"584","7",FALSE,FALSE,"Misty",0.64,0.5909,0.78,0.194,102,14331,8,1
"585","8",FALSE,FALSE,"Misty",0.66,0.6212,0.74,0.2537,162,14332,8,1
"586","9",FALSE,FALSE,"Misty",0.68,0.6364,0.69,0.2836,288,14333,8,1
"587","10",FALSE,FALSE,"Misty",0.7,0.6515,0.65,0.2985,442,14334,8,1
"588","11",FALSE,FALSE,"Misty",0.72,0.6818,0.62,0.2836,457,14335,8,1
"589","12",FALSE,FALSE,"Light Precipitation",0.72,0.6667,0.54,0.3881,584,14336,8,1
"590","13",FALSE,FALSE,"Misty",0.72,0.6667,0.51,0.3582,517,14337,8,1
"591","14",FALSE,FALSE,"Light Precipitation",0.66,0.6212,0.65,0.2537,482,14338,8,1
"592","15",FALSE,FALSE,"Misty",0.64,0.6061,0.73,0.3284,233,14339,8,1
"593","16",FALSE,FALSE,"Misty",0.66,0.6212,0.74,0.2985,434,14340,8,1
"594","17",FALSE,FALSE,"Misty",0.66,0.6212,0.74,0.3284,403,14341,8,1
"595","18",FALSE,FALSE,"Misty",0.66,0.6212,0.69,0.4627,383,14342,8,1
"596","19",FALSE,FALSE,"Misty",0.64,0.5909,0.78,0.2985,354,14343,8,1
"597","20",FALSE,FALSE,"Light Precipitation",0.62,0.5758,0.83,0.2537,241,14344,8,1
"598","21",FALSE,FALSE,"Clear to partly cloudy",0.62,0.5758,0.83,0.3582,208,14345,8,1
"599","22",FALSE,FALSE,"Clear to partly cloudy",0.62,0.5758,0.83,0.3582,182,14346,8,1
"600","23",FALSE,FALSE,"Misty",0.62,0.5758,0.83,0.2537,158,14347,8,1
"601","0",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.2537,134,14348,8,1
"602","1",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.194,134,14349,8,1
"603","2",FALSE,FALSE,"Misty",0.64,0.5758,0.89,0.2239,116,14350,8,1
"604","3",FALSE,FALSE,"Misty",0.64,0.5758,0.89,0.2537,53,14351,8,1
"605","4",FALSE,FALSE,"Misty",0.64,0.5758,0.89,0.194,16,14352,8,1
"606","5",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.194,16,14353,8,1
"607","6",FALSE,FALSE,"Clear to partly cloudy",0.62,0.5606,0.88,0.2985,21,14354,8,1
"608","7",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.194,34,14355,8,1
"609","8",FALSE,FALSE,"Clear to partly cloudy",0.68,0.6364,0.79,0.2836,133,14356,8,1
"610","9",FALSE,FALSE,"Clear to partly cloudy",0.68,0.6364,0.79,0.2537,263,14357,8,1
"611","10",FALSE,FALSE,"Clear to partly cloudy",0.74,0.697,0.66,0.3881,385,14358,8,1
"612","11",FALSE,FALSE,"Clear to partly cloudy",0.74,0.697,0.66,0.3582,482,14359,8,1
"613","12",FALSE,FALSE,"Light Precipitation",0.72,0.697,0.74,0.3582,626,14360,8,1
"614","13",FALSE,FALSE,"Light Precipitation",0.66,0.6061,0.78,0.4179,541,14361,8,1
"615","14",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.1045,377,14362,8,1
"616","15",FALSE,FALSE,"Light Precipitation",0.64,0.5758,0.89,0.2836,391,14363,8,1
"617","16",FALSE,FALSE,"Light Precipitation",0.64,0.5758,0.89,0.2836,173,14364,8,1
"618","17",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.2239,233,14365,8,1
"619","18",FALSE,FALSE,"Misty",0.64,0.5758,0.89,0.0896,264,14366,8,1
"620","19",FALSE,FALSE,"Misty",0.64,0.5758,0.89,0.1642,292,14367,8,1
"621","20",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.1642,211,14368,8,1
"622","21",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.83,0.1343,166,14369,8,1
"623","22",FALSE,FALSE,"Clear to partly cloudy",0.62,0.5606,0.88,0.0896,114,14370,8,1
"624","23",FALSE,FALSE,"Clear to partly cloudy",0.62,0.5758,0.83,0.0896,80,14371,8,1
"625","0",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5758,0.83,0,32,14372,8,1
"626","1",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5606,0.88,0.0896,7,14373,8,1
"627","2",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5606,0.88,0.1343,8,14374,8,1
"628","3",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5606,0.88,0.0896,4,14375,8,1
"629","4",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5758,0.83,0,12,14376,8,1
"630","5",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5606,0.88,0,36,14377,8,1
"631","6",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5606,0.88,0,145,14378,8,1
"632","7",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6061,0.83,0,433,14379,8,1
"633","8",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6061,0.83,0.0896,699,14380,8,1
"634","9",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6061,0.83,0.1045,342,14381,8,1
"635","10",FALSE,TRUE,"Clear to partly cloudy",0.72,0.697,0.74,0.1343,206,14382,8,1
"636","11",FALSE,TRUE,"Clear to partly cloudy",0.74,0.697,0.66,0.194,229,14383,8,1
"637","12",FALSE,TRUE,"Clear to partly cloudy",0.76,0.7121,0.62,0,283,14384,8,1
"638","13",FALSE,TRUE,"Clear to partly cloudy",0.76,0.7121,0.57,0.1642,288,14385,8,1
"639","14",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7424,0.49,0.0896,246,14386,8,1
"640","15",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7576,0.55,0.2985,282,14387,8,1
"641","16",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7576,0.55,0.2537,444,14388,8,1
"642","17",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7273,0.46,0.2239,845,14389,8,1
"643","18",FALSE,TRUE,"Clear to partly cloudy",0.78,0.7121,0.52,0.2537,834,14390,8,1
"644","19",FALSE,TRUE,"Clear to partly cloudy",0.74,0.697,0.7,0.2239,573,14391,8,1
"645","20",FALSE,TRUE,"Clear to partly cloudy",0.74,0.697,0.7,0.194,416,14392,8,1
"646","21",FALSE,TRUE,"Clear to partly cloudy",0.72,0.697,0.74,0.194,278,14393,8,1
"647","22",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6667,0.84,0.194,161,14394,8,1
"648","23",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6667,0.84,0.1642,114,14395,8,1
"649","0",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6667,0.84,0.2537,38,14396,8,1
"650","1",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.89,0.194,21,14397,8,1
"651","2",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.83,0.2537,15,14398,8,1
"652","3",FALSE,TRUE,"Clear to partly cloudy",0.66,0.5909,0.89,0.1343,4,14399,8,1
"653","4",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6061,0.83,0.1343,8,14400,8,1
"654","5",FALSE,TRUE,"Misty",0.66,0.6061,0.83,0.0896,42,14401,8,1
"655","6",FALSE,TRUE,"Misty",0.66,0.5909,0.89,0.1045,147,14402,8,1
"656","7",FALSE,TRUE,"Misty",0.66,0.6061,0.83,0.1045,269,14403,8,1
"657","8",FALSE,TRUE,"Misty",0.66,0.6212,0.85,0.1045,693,14404,8,1
"658","9",FALSE,TRUE,"Misty",0.7,0.6667,0.79,0.1642,395,14405,8,1
"659","10",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6818,0.62,0.2537,204,14406,8,1
"660","11",FALSE,TRUE,"Clear to partly cloudy",0.78,0.7273,0.55,0.2537,218,14407,8,1
"661","12",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7424,0.49,0.2836,297,14408,8,1
"662","13",FALSE,TRUE,"Clear to partly cloudy",0.82,0.7424,0.43,0.2985,288,14409,8,1
"663","14",FALSE,TRUE,"Clear to partly cloudy",0.84,0.7424,0.38,0.3284,251,14410,8,1
"664","15",FALSE,TRUE,"Clear to partly cloudy",0.82,0.7273,0.34,0.2985,317,14411,8,1
"665","16",FALSE,TRUE,"Clear to partly cloudy",0.82,0.7121,0.33,0.3284,480,14412,8,1
"666","17",FALSE,TRUE,"Clear to partly cloudy",0.8,0.697,0.35,0.3881,864,14413,8,1
"667","18",FALSE,TRUE,"Clear to partly cloudy",0.78,0.697,0.4,0.2537,818,14414,8,1
"668","19",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6667,0.45,0.1642,597,14415,8,1
"669","20",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6667,0.48,0.1045,435,14416,8,1
"670","21",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6667,0.48,0.0896,314,14417,8,1
"671","22",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.54,0,216,14418,8,1
"672","23",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.57,0,109,14419,8,1
"673","0",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.69,0,47,14420,8,1
"674","1",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.69,0.1343,14,14421,8,1
"675","2",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0.1343,6,14422,8,1
"676","3",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0.1045,9,14423,8,1
"677","4",FALSE,TRUE,"Clear to partly cloudy",0.6,0.5909,0.73,0.2239,10,14424,8,1
"678","5",FALSE,TRUE,"Clear to partly cloudy",0.6,0.5909,0.73,0.194,40,14425,8,1
"679","6",FALSE,TRUE,"Clear to partly cloudy",0.6,0.5909,0.73,0.194,181,14426,8,1
"680","7",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.65,0.0896,554,14427,8,1
"681","8",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.61,0.1642,808,14428,8,1
"682","9",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.51,0.194,348,14429,8,1
"683","10",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6667,0.48,0.1642,178,14430,8,1
"684","11",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6515,0.45,0,253,14431,8,1
"685","12",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.4,0,360,14432,8,1
"686","13",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6667,0.42,0,300,14433,8,1
"687","14",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.4,0.0896,301,14434,8,1
"688","15",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.4,0.194,338,14435,8,1
"689","16",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6667,0.37,0.1343,493,14436,8,1
"690","17",FALSE,TRUE,"Clear to partly cloudy",0.78,0.6818,0.35,0.2239,870,14437,8,1
"691","18",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6667,0.42,0.1642,812,14438,8,1
"692","19",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.54,0.194,643,14439,8,1
"693","20",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.57,0,427,14440,8,1
"694","21",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.54,0.1045,313,14441,8,1
"695","22",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.54,0,235,14442,8,1
"696","23",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.57,0,157,14443,8,1
"697","0",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.69,0,65,14444,8,1
"698","1",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.65,0,23,14445,8,1
"699","2",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0,17,14446,8,1
"700","3",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0,5,14447,8,1
"701","4",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0,8,14448,8,1
"702","5",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0,35,14449,8,1
"703","6",FALSE,TRUE,"Clear to partly cloudy",0.6,0.5606,0.83,0.1642,163,14450,8,1
"704","7",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.73,0,532,14451,8,1
"705","8",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.65,0,754,14452,8,1
"706","9",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.58,0,396,14453,8,1
"707","10",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6667,0.54,0,234,14454,8,1
"708","11",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.4,0.0896,276,14455,8,1
"709","12",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.45,0.1343,294,14456,8,1
"710","13",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.48,0.1045,290,14457,8,1
"711","14",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.48,0.1343,273,14458,8,1
"712","15",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7273,0.46,0.1642,338,14459,8,1
"713","16",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7273,0.43,0.1642,482,14460,8,1
"714","17",FALSE,TRUE,"Clear to partly cloudy",0.82,0.7273,0.34,0.2239,844,14461,8,1
"715","18",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7121,0.38,0.1343,853,14462,8,1
"716","19",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.48,0.1343,610,14463,8,1
"717","20",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6818,0.58,0.1642,471,14464,8,1
"718","21",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6818,0.66,0.1343,307,14465,8,1
"719","22",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.7,0,291,14466,8,1
"720","23",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6667,0.74,0.1045,152,14467,8,1
"721","0",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.83,0.1642,82,14468,8,1
"722","1",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.83,0.1642,32,14469,8,1
"723","2",FALSE,TRUE,"Clear to partly cloudy",0.66,0.5909,0.89,0.1343,20,14470,8,1
"724","3",FALSE,TRUE,"Clear to partly cloudy",0.66,0.5909,0.89,0.1045,5,14471,8,1
"725","4",FALSE,TRUE,"Clear to partly cloudy",0.64,0.5758,0.89,0.1343,7,14472,8,1
"726","5",FALSE,TRUE,"Clear to partly cloudy",0.64,0.5758,0.89,0.1642,29,14473,8,1
"727","6",FALSE,TRUE,"Misty",0.64,0.5758,0.89,0.1642,108,14474,8,1
"728","7",FALSE,TRUE,"Misty",0.64,0.5758,0.89,0.0896,421,14475,8,1
"729","8",FALSE,TRUE,"Misty",0.7,0.6667,0.74,0,690,14476,8,1
"730","9",FALSE,TRUE,"Clear to partly cloudy",0.74,0.697,0.7,0,398,14477,8,1
"731","10",FALSE,TRUE,"Clear to partly cloudy",0.76,0.7121,0.62,0.0896,256,14478,8,1
"732","11",FALSE,TRUE,"Clear to partly cloudy",0.86,0.7424,0.28,0.2985,309,14479,8,1
"733","12",FALSE,TRUE,"Clear to partly cloudy",0.86,0.7424,0.26,0.2537,410,14480,8,1
"734","13",FALSE,TRUE,"Clear to partly cloudy",0.88,0.7576,0.27,0.3284,368,14481,8,1
"735","14",FALSE,TRUE,"Clear to partly cloudy",0.9,0.7727,0.25,0.2239,436,14482,8,1
"736","15",FALSE,TRUE,"Clear to partly cloudy",0.9,0.7879,0.27,0.2985,526,14483,8,1
"737","16",FALSE,TRUE,"Clear to partly cloudy",0.9,0.7879,0.27,0.2537,528,14484,8,1
"738","17",FALSE,TRUE,"Clear to partly cloudy",0.88,0.7727,0.32,0.1642,617,14485,8,1
"739","18",FALSE,TRUE,"Clear to partly cloudy",0.86,0.7576,0.36,0.2537,546,14486,8,1
"740","19",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7424,0.49,0.1343,452,14487,8,1
"741","20",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7424,0.49,0.1343,356,14488,8,1
"742","21",FALSE,TRUE,"Clear to partly cloudy",0.76,0.7121,0.58,0.194,303,14489,8,1
"743","22",FALSE,TRUE,"Clear to partly cloudy",0.76,0.7121,0.58,0.194,277,14490,8,1
"744","23",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6818,0.62,0.1045,174,14491,8,1
